[4.28936145 6.02892859],[-4.59089833  1.32718776],[8.92682127 3.29573363],[ 3.49229569 -3.21829073],[0.28834369 4.35865179],[-2.59546132  1.87457371],[5.41058783 8.0304389 ],[ 0.80984093 -3.46200289],[0.77211737 9.64212573],[-2.65961465  0.86487663],[3.41267263 6.28008232],[-3.9413112  -1.48871783],[4.73695794 4.28097266],[1.60978156 0.90056169],[0.93031606 4.61478429],[ 1.9965315  -0.41481723],[2.76786802 5.41664622],[-4.56518542  0.21147663],[5.9573616 7.1832247],[-1.29884987 -2.4920136 ]
[3.57022545 4.41668351],[0.2139654  1.03405719],[0.64225611 6.46013317],[-0.80177706 -0.579006  ],[1.48051956 2.99106218],[-0.96041483  0.21381072],[1.32457345 6.81586229],[0.92883882 0.36476353],[3.42551188 3.9369287 ],[-0.17960651 -0.87950815],[3.37444188 5.90367987],[-0.51531398  0.88060059],[0.59022388 3.27644451],[ 0.92197968 -0.4611189 ],[-0.44807787  5.44752823],[-0.24261592 -0.88682031],[3.8056638  4.20587578],[-0.38676167 -0.90650588],[1.83088345 6.92846463],[0.98736324 0.13060377]
[3.58942742 4.520186  ],[0.17014987 1.03574429],[0.56365482 6.40039368],[-0.7691459  -0.61476444],[1.38510235 3.0151632 ],[-0.94726407  0.26827726],[1.4182607  6.85013289],[0.9443989  0.32032634],[3.40556548 3.84955751],[-0.22186086 -0.87012353],[3.32125812 5.99045184],[-0.54451261  0.85823268],[0.68375329 3.23265545],[ 0.94811532 -0.41441549],[-0.46959499  5.35759148],[-0.1895144  -0.91331246],[3.76461648 4.11615181],[-0.43186533 -0.88544345],[1.92955683 6.93891102],[0.98681693 0.07919517]
[3.60412035 4.62365423],[0.12699983 1.03659761],[0.48839684 6.33712044],[-0.73572719 -0.65047085],[1.29140161 3.04496129],[-0.92885972  0.32502495],[1.51335778 6.87986774],[0.95676886 0.27380393],[3.38145587 3.76330661],[-0.26020914 -0.85451021],[3.26533323 6.0750289 ],[-0.57249703  0.83436528],[0.78008089 3.19394949],[ 0.97440385 -0.36306798],[-0.48546304  5.26544011],[-0.1284545  -0.92998309],[3.71876054 4.02830555],[-0.48244489 -0.86846745],[2.02830662 6.94440516],[0.98604496 0.02888873]
[3.61485325 4.72743767],[0.08860255 1.03958914],[0.41656529 6.27032574],[-0.70138635 -0.68594736],[1.19958351 3.08030535],[-0.90637848  0.38240541],[1.60950525 6.90481485],[0.96459822 0.22369653],[3.35319708 3.67840599],[-0.30415261 -0.84227925],[3.20635497 6.15684591],[-0.60436666  0.80432816],[0.87832691 3.15984317],[ 0.99085293 -0.31819906],[-0.49499998  5.17191894],[-0.06364347 -0.94135214],[3.66833722 3.9427063 ],[-0.52558215 -0.84305184],[2.12687091 6.94482653],[ 0.98290549 -0.02242682]
[3.62166977 4.83131546],[0.04753559 1.03737359],[0.34811947 6.19990447],[-0.66820249 -0.7231589 ],[1.10994432 3.12114173],[-0.88579174  0.43420116],[1.70652084 6.92487615],[0.97678248 0.17904349],[3.32084    3.59513616],[-0.34432993 -0.82420291],[3.14455968 6.23591299],[-0.63102569  0.77714319],[0.97846134 3.13064094],[ 1.01122643 -0.26582768],[-0.49811122  5.07731113],[ 1.68831477e-04 -9.51551773e-01],[3.61334483 3.85943153],[-0.57257203 -0.82064909],[2.2251766  6.94025734],[ 0.98285715 -0.06886503]
[3.62435584 4.93485279],[0.00698017 1.03369997],[0.28324058 6.12599069],[-0.62794098 -0.75367128],[1.02244943 3.16703063],[-0.86390565  0.4830204 ],[1.80474472 6.94057873],[0.98429368 0.13198163],[3.2843292  3.51364215],[-0.38372143 -0.80326049],[3.08015815 6.31220392],[-0.65452737  0.75075634],[1.08040203 3.1066325 ],[ 1.02918599 -0.21214694],[-0.49475204  4.98191089],[ 0.06538329 -0.95750523],[3.55400872 3.77878308],[-0.61491975 -0.79309506],[2.3232975  6.93098753],[ 0.97885564 -0.11674599]
[3.62289319 5.03782524],[-0.03582544  1.02592862],[0.22245953 6.04907992],[-0.59045345 -0.78725751],[0.93698172 3.21740715],[-0.84224078  0.52692182],[1.90345384 6.95138631],[0.988032  0.0826313],[3.2439225 3.434371 ],[-0.42515355 -0.78259019],[3.01313603 6.3854688 ],[-0.6875947   0.71250325],[1.18388372 3.08792708],[ 1.03913001 -0.16293703],[-0.4848373   4.88611232],[ 0.13151693 -0.95916152],[3.49070333 3.70116754],[-0.65148891 -0.75960481],[2.42063592 6.91665328],[ 0.96877389 -0.16874839]
[3.61713228 5.13993162],[-0.07932568  1.01589017],[0.16565034 5.96903174],[-0.54749519 -0.81539237],[0.85416201 3.27243823],[-0.81476349  0.57233064],[2.00235768 6.95714994],[0.99184886 0.03483943],[3.19921335 3.35711355],[-0.46789584 -0.76114798],[2.94284825 6.45483655],[-0.71726423  0.6753514 ],[1.28840816 3.07433204],[ 1.04849067 -0.11141543],[-0.46849643  4.79016211],[ 0.1940912  -0.96019841],[3.42377453 3.62693083],[-0.68811251 -0.72624738],[2.5170158  6.89727625],[ 0.95827905 -0.21892421]
[3.6071132  5.24104443],[-0.11915519  1.00783935],[0.11329716 5.88632683],[-0.5032923  -0.84232798],[0.7740723  3.33177201],[-0.78663144  0.61399398],[2.10159513 6.95819968],[ 0.99208138 -0.01419622],[3.15053344 3.28239362],[-0.50656801 -0.73390818],[2.86973599 6.52050802],[-0.74390312  0.63874238],[1.39342232 3.065557  ],[ 1.05020661 -0.06547442],[-0.44606912  4.6941887 ],[ 0.2550917  -0.95769413],[3.35321684 3.55605487],[-0.72355544 -0.6919051 ],[2.61213085 6.87278141],[ 0.94649697 -0.26807608]
[3.5932739  5.34138962],[-0.15738278  0.99890603],[0.06547722 5.80105188],[-0.45581163 -0.86581719],[0.69703693 3.39529726],[-0.75582504  0.65404855],[2.20065621 6.95425144],[ 0.98906793 -0.06453761],[3.09793995 3.21043284],[-0.54539059 -0.70519744],[2.79423415 6.58266721],[-0.76605382  0.60413236],[1.49852984 3.06136757],[ 1.05180337 -0.01808961],[-0.41722275  4.59902247],[ 0.31891368 -0.94762046],[3.27917363 3.48865371],[-0.75540967 -0.65436063],[2.7059205  6.84335768],[ 0.93184747 -0.31729286]
[3.5756354  5.44074441],[-0.19690627  0.98633339],[0.02249933 5.71353024],[-0.40622166 -0.88700346],[0.62309719 3.46262913],[-0.72348686  0.69138341],[2.29911019 6.94504443],[ 0.98160189 -0.1176146 ],[3.04135599 3.14131359],[-0.58538072 -0.67610314],[2.71672296 6.64145181],[-0.78665377  0.56866302],[1.60363683 3.06184722],[1.05172274 0.02931781],[-0.38246882  4.50466507],[ 0.37372268 -0.94087994],[3.20207858 3.42511685],[-0.78761769 -0.61767735],[2.79822108 6.80914285],[ 0.91400083 -0.36663495]
[3.55386688 5.53857543],[-0.23788483  0.97065123],[-0.01564715  5.62378431],[-0.35846683 -0.90944088],[0.55239735 3.53349475],[-0.68806411  0.72770132],[2.39681256 6.93062952],[ 0.97234327 -0.17039794],[2.98103185 3.07543224],[-0.62104104 -0.64132837],[2.63707248 6.69648336],[-0.80717832  0.53072859],[1.70859666 3.06702061],[1.04711826 0.07391512],[-0.34235039  4.41117866],[ 0.42774348 -0.92870519],[3.12167489 3.36512008],[-0.82023009 -0.58227896],[2.88841928 6.76981275],[ 0.89423642 -0.41517106]
[3.52851884 5.63524099],[-0.27051933  0.96071044],[-0.04899638  5.53187125],[-0.30779194 -0.92791662],[0.48535341 3.60790483],[-0.65266134  0.76002102],[2.49354444 6.91100279],[ 0.96295644 -0.22097723],[2.91734908 3.0132965 ],[-0.65414729 -0.60279605],[2.55547722 6.74770283],[-0.82547305  0.49248853],[1.81310418 3.07672692],[1.04160863 0.11897105],[-0.29675345  4.31927371],[ 0.48386927 -0.90875907],[3.03841216 3.30901766],[-0.84808129 -0.54308591],[2.97684941 6.7260113 ],[ 0.87398803 -0.46056221]
[3.49952186 5.73040324],[-0.31065524  0.94101967],[-0.07728271  5.43815541],[-0.25897379 -0.94713146],[0.42191775 3.68542283],[-0.61377017  0.79198748],[2.58961369 6.88675996],[ 0.95604415 -0.26561295],[2.85012798 2.95484181],[-0.69115017 -0.56709427],[2.47196921 6.79487962],[-0.84316735  0.45219295],[1.91679639 3.09072728],[1.0315657  0.16038888],[-0.24542513  4.22974454],[ 0.54235094 -0.88132023],[2.95241628 3.25682361],[-0.87125523 -0.50044343],[3.06295718 6.67754371],[ 0.85031076 -0.50604621]
[3.46632215 5.82333862],[-0.35191171  0.91880637],[-0.10028453  5.34298181],[-0.20412151 -0.95911963],[0.36229383 3.76587178],[-0.57747454  0.81766179],[2.68438955 6.85760519],[ 0.94162034 -0.31485302],[2.77934506 2.90013844],[-0.72471828 -0.52714439],[2.38634358 6.83753197],[-0.86718313  0.40247613],[2.0193936  3.10880235],[1.02069631 0.20158152],[-0.18914821  4.14233472],[ 0.58590018 -0.86311288],[2.86419557 3.20893297],[-0.89265844 -0.45714315],[3.14653168 6.62453655],[ 0.82340483 -0.55127155]
[3.42935265 5.91430843],[-0.38713109  0.90047649],[-0.11836978  5.24614417],[-0.15429713 -0.97386161],[0.30656992 3.84898223],[-0.53690663  0.8440477 ],[2.77788445 6.82384945],[ 0.92859401 -0.35927458],[2.70515086 2.84940558],[-0.76161729 -0.49000045],[2.298475   6.87519494],[-0.88813416  0.35229259],[2.1210192  3.13116667],[1.0117966  0.24587072],[-0.12804124  4.05749817],[ 0.6342521  -0.83474792],[2.77385837 3.16533157],[-0.9137518  -0.41487685],[3.22750861 6.56728163],[ 0.79602182 -0.59328379]
