[1.37680096 0.37655935],[-4.26094988 -4.03060817],[3.44987912 6.84891591],[3.71552603 2.97180114],[5.53458426 3.42652324],[ 2.9000969  -4.96818392],[9.07320641 9.30347639],[0.76089219 0.95470331],[9.04124769 7.66563801],[-1.22270571 -0.32506457],[6.29894861 9.6299828 ],[-2.87293659 -2.60798584],[9.47704415 1.10322127],[ 2.32357407 -2.85783583],[5.77664015 1.66206253],[ 1.41643759 -4.53362632],[6.17698815 3.19976125],[-3.26379907  3.89593528],[8.96616116 5.29815037],[0.82146543 0.88477005]
[9.27877261 4.06318513],[ 0.52772221 -0.83899275],[5.87368788 2.33546952],[-0.36517853  0.9582715 ],[5.56498579 3.6824563 ],[-0.13484407 -1.00863933],[7.26344924 1.65317164],[ 0.98628191 -0.25291017],[9.5038167  4.07859615],[-0.26021288  0.92826414],[9.25382266 4.33779781],[-0.32981583  0.8820231 ],[6.18941337 4.77664146],[-0.81638995 -0.45588742],[5.79169644 4.15383379],[-0.42865289 -0.91335708],[8.69071532 1.20068867],[-0.89331001 -0.38494459],[8.58657702 1.7541293 ],[0.86540138 0.51419671]
[9.32956958 3.97826207],[ 0.48816961 -0.85912135],[5.8391451  2.43182504],[-0.32337109  0.97075187],[5.55375227 3.58091533],[-0.09079843 -1.02231269],[7.36257511 1.63017317],[ 0.99467008 -0.2082426 ],[9.47535016 4.1706457 ],[-0.30777147  0.91358117],[9.21902726 4.42546516],[-0.36627044  0.87057829],[6.10913699 4.72888358],[-0.78841593 -0.49874309],[5.75111716 4.06140443],[-0.38298599 -0.93498196],[8.5998202  1.16460396],[-0.92382771 -0.3363827 ],[8.67203363 1.8075528 ],[0.84582936 0.55648574]
[9.37609848 3.891155  ],[ 0.44180478 -0.8830953 ],[5.80919682 2.52969497],[-0.27969692  0.98211372],[5.54727318 3.47854448],[-0.04067246 -1.02644567],[7.46211588 1.61132334],[ 0.99348691 -0.17127705],[9.44213493 4.26109812],[-0.35371103  0.89774952],[9.18019741 4.51144766],[-0.41337761  0.84565656],[6.03174847 4.67685327],[-0.75712674 -0.53977351],[5.71522731 3.96701515],[-0.33543058 -0.95308992],[8.50625355 1.13365463],[-0.9455832  -0.28103649],[8.75507848 1.86479734],[0.81154702 0.58482537]
[9.41793321 3.80175898],[ 0.39620881 -0.90298876],[5.78372199 2.62867957],[-0.23214198  0.99480125],[5.54566371 3.37578317],[ 0.01117272 -1.02562505],[7.5615361  1.59621802],[ 0.99544597 -0.13000721],[9.40404047 4.34954259],[-0.40356225  0.87530139],[9.13656974 4.59475253],[-0.45660614  0.82251925],[5.95755194 4.6207163 ],[-0.72450583 -0.58080746],[5.68380828 3.87062706],[-0.29578739 -0.97681987],[8.41062862 1.10826894],[-0.96745689 -0.22770531],[8.83507515 1.92526676],[0.78628836 0.62248774]
[9.45523139 3.71054933],[ 0.35147202 -0.919022  ],[5.76297494 2.728766  ],[-0.18205923  1.00719213],[5.54935424 3.27333431],[ 0.06084396 -1.02457874],[7.66125262 1.58544914],[ 0.9978935  -0.08597844],[9.36116271 4.43579582],[-0.45485173  0.84843577],[9.08895156 4.6759235 ],[-0.49763417  0.7985209 ],[5.88655527 4.56034921],[-0.69383061 -0.62507318],[5.65633722 3.77202953],[-0.25115174 -0.99219357],[8.31272435 1.08797469],[-0.99256425 -0.18083375],[8.91214764 1.98912734],[0.75512883 0.65466884]
[9.4879546  3.61777569],[ 0.30104506 -0.9377897 ],[5.74702612 2.82973474],[-0.13869059  1.01015562],[5.55809945 3.17123072],[ 0.11457843 -1.016503  ],[7.76078762 1.5787459 ],[ 0.99547384 -0.04517548],[9.3131993 4.5192677],[-0.50502757  0.81982442],[9.03706152 4.7543818 ],[-0.54130026  0.76901844],[5.81886902 4.49574109],[-0.65835377 -0.66562902],[5.63381207 3.67247051],[-0.20143555 -1.000694  ],[8.21300893 1.07288261],[-1.00109312 -0.12077764],[8.98608518 2.05620169],[0.72405321 0.68722858]
[9.51556767 3.52323988],[ 0.25074365 -0.95286275],[5.73541715 2.93091872],[-0.09419117  1.01252475],[5.57173726 3.06960771],[ 0.15871214 -1.01474698],[7.85995549 1.57607741],[ 0.99031777 -0.00551224],[9.26031331 4.59981306],[-0.55184753  0.79128975],[8.98096003 4.82989595],[-0.58372931  0.73771054],[5.75501922 4.427323  ],[-0.61802371 -0.70215918],[5.61620699 3.57210974],[-0.15186019 -1.00730097],[8.11199363 1.06319767],[-1.01664479 -0.07112028],[9.05677766 2.12640627],[0.68906252 0.71609165]
[9.53805705 3.42727313],[ 0.19963343 -0.96532958],[5.72810439 3.03209867],[-0.05305138  1.00992754],[5.58992112 2.96849004],[ 0.20719638 -1.00488523],[7.95844281 1.57728538],[0.98177621 0.03207247],[9.2027486  4.67732666],[-0.59960015  0.75818043],[8.92046612 4.90197225],[-0.62774264  0.70166229],[5.69507416 4.35509168],[-0.58137826 -0.74293933],[5.60376415 3.47138331],[-0.09894636 -1.00883107],[8.01007908 1.05894899],[-1.02242366 -0.01517475],[9.12404345 2.19957566],[0.65367486 0.74466973]
[9.55553106 3.33031164],[ 0.14890625 -0.97437491],[5.72547157 3.13348281],[-8.47948495e-04  1.01603512e+00],[5.61286006 2.86841811],[ 0.25231205 -0.99522894],[8.05596515 1.58218616],[0.97165371 0.06915671],[9.14026332 4.75119867],[-0.6472299   0.72145829],[8.85584275 4.97054543],[-0.66444502  0.66947575],[5.63894186 4.2789219 ],[-0.54177129 -0.78088149],[5.59642995 3.3704231 ],[-0.04772403 -1.01000844],[7.9074784 1.0599933],[-1.02468526  0.04036214],[9.18748675 2.27532416],[0.61371526 0.76878166]
[9.56793426 3.23260228],[ 0.09978213 -0.97883343],[5.72762125 3.23490772],[0.04403308 1.0124706 ],[5.64029175 2.76946724],[ 0.29636309 -0.98317987],[8.15258145 1.59097175],[0.96527803 0.11150212],[9.07361125 4.82178992],[-0.68493692  0.69053969],[8.78731735 5.03548626],[-0.70514963  0.62962658],[5.5866443  4.19884751],[-0.50417982 -0.82038481],[5.59401188 3.26925953],[ 9.84975161e-04 -1.01111801e+00],[7.80495426 1.06674237],[-1.02567566  0.09401239],[9.24711896 2.35367129],[0.57764051 0.79677836]
