[2.31864775 4.55133475],[4.93877671 0.89660961],[0.63735868 8.43105787],[-2.18369651  1.81851772],[4.57433747 9.29941805],[-1.46844934 -4.47209365],[0.98282766 4.49585331],[ 0.39749486 -1.8240335 ],[9.41106139 9.74065174],[-0.68810105  1.99738055],[6.93005828 7.11165221],[-2.13075261  0.50978113],[7.49740966 2.40028493],[1.38987054 1.92413358],[7.89480989 4.72185321],[-0.65724028  3.89457483],[9.97190841 4.02011123],[1.11444362 0.88598162],[7.91688236 5.71154967],[3.48784401 2.10039248]
[4.6123902 8.5293482],[-0.85461419  0.19792771],[6.6309828  5.45083241],[ 0.58335995 -0.51500576],[5.976453  7.9828701],[-0.59859671  0.71757662],[5.68037404 8.0804372 ],[-0.73768528  0.59836915],[5.26043753 3.29969444],[-0.08818516 -0.09471648],[6.59465932 6.55898555],[-0.0541551   0.99622802],[2.64069645 6.93474649],[-0.24696515 -0.94160659],[5.26082716 4.56123635],[0.97136389 0.38146485],[2.97434262 7.36663315],[-0.40130379 -0.90681866],[3.59270183 4.9094584 ],[ 0.94968242 -0.48283967]
[4.52620195 8.54646799],[-0.86661557  0.1464007 ],[6.68838079 5.39952597],[ 0.56472457 -0.51086062],[5.91498931 8.05311196],[-0.63193956  0.68555372],[5.60506155 8.13814089],[-0.76564398  0.55817765],[5.25077059 3.29374736],[-0.10706519 -0.02475972],[6.58673162 6.65797436],[-0.09847686  0.98911447],[2.61905189 6.83991335],[-0.18743478 -0.95626337],[5.35713088 4.60151682],[0.95361917 0.42313926],[2.93653766 7.27458324],[-0.35222794 -0.93121695],[3.68885528 4.86354811],[ 0.97162328 -0.43660096]
[4.43886537 8.55829415],[-0.87542423  0.09425088],[6.74380988 5.34857798],[ 0.54674808 -0.505057  ],[5.85036974 8.12019567],[-0.65958555  0.65652707],[5.52720479 8.19194186],[-0.79209877  0.51675916],[5.23883987 3.29487043],[-0.13028514  0.04994451],[6.57475186 6.75650819],[-0.14283721  0.97951081],[2.60326716 6.7436191 ],[-0.12906927 -0.9699535 ],[5.45134783 4.645685  ],[0.92935497 0.45885685],[2.90348313 7.1800402 ],[-0.30837495 -0.95854745],[3.78713326 4.82236066],[ 0.99095937 -0.38966163]
[4.35109014 8.56518755],[-0.88041029  0.04277189],[6.79739888 5.29822237],[ 0.52359721 -0.50332693],[5.78244382 8.18369493],[-0.69629159  0.6156171 ],[5.44685699 8.24160971],[-0.81416607  0.47685268],[5.22496446 3.30431303],[-0.15008496  0.13751402],[6.55835781 6.85401709],[-0.18397635  0.9713607 ],[2.59304483 6.64583252],[-0.07245309 -0.98223059],[5.54317091 4.69346982],[0.90738436 0.49717078],[2.87504183 7.08313832],[-0.26193013 -0.98036745],[3.8871448  4.78581672],[ 1.00683153 -0.34323992]
[4.26309377 8.56704557],[-0.88031063 -0.0068248 ],[6.8486977 5.2481226],[ 0.50212392 -0.49874103],[5.71119748 8.24330527],[-0.73053663  0.57416872],[5.36435194 8.28719807],[-0.8370587   0.43329952],[5.20870982 3.32257843],[-0.17213938  0.23201006],[6.53799286 6.95073136],[-0.22311685  0.96263137],[2.58871255 6.54719296],[-0.01800549 -0.99371643],[5.63268321 4.74500522],[0.88040092 0.53103161],[2.85112705 6.98410946],[-0.21418847 -0.99747772],[3.98843441 4.75373111],[ 1.01526705 -0.30181755]
[4.17460878 8.56325615],[-0.88599031 -0.06621356],[6.89786509 5.19856184],[ 0.47921352 -0.49428279],[5.63651302 8.29859269],[-0.76113892  0.53307464],[5.27945295 8.32816383],[-0.85930593  0.38711188],[5.19034756 3.35080449],[-0.19418886  0.33445755],[6.51352952 7.04626981],[-0.26478816  0.94913209],[2.58960059 6.4473974 ],[ 0.03339609 -1.00368862],[5.71958189 4.8000231 ],[0.85645178 0.56824918],[2.83228026 6.8837985 ],[-0.1634039  -1.00887773],[4.09045692 4.72576699],[ 1.02548688 -0.25688567]
[4.08613726 8.55392207],[-0.88398014 -0.12154624],[6.9445959  5.14937268],[ 0.45566595 -0.48901322],[5.5587254 8.3495596],[-0.79443188  0.48587218],[5.19265383 8.36468251],[-0.87750787  0.34196993],[5.1697949  3.38958754],[-0.21496018  0.44358243],[6.48514876 7.14058675],[-0.30469872  0.93490925],[2.59572941 6.34693904],[ 0.08944794 -1.00446752],[5.80403567 4.85874219],[0.83203233 0.60553729],[2.81857847 6.78255577],[-0.11040369 -1.01534878],[4.19328922 4.70218694],[ 1.03446437 -0.21100442]
[3.99811001 8.53912443],[-0.87758242 -0.17583439],[6.98855913 5.10037781],[ 0.42692416 -0.4873003 ],[5.47820943 8.39623373],[-0.81702359  0.44599351],[5.10389561 8.39638274],[-0.89497171  0.29419442],[5.14727074 3.43949458],[-0.23399357  0.55574991],[6.45268458 7.23327527],[-0.34764071  0.91551105],[2.6080543  6.24713941],[ 0.15053872 -0.99740785],[5.88558016 4.92073597],[0.80003952 0.63547799],[2.81006335 6.68068422],[-0.05935763 -1.02095229],[4.29688654 4.68318427],[ 1.03847729 -0.16767319]
[3.91102379 8.51905365],[-0.86694432 -0.22882108],[7.02981629 5.05181131],[ 0.39378747 -0.48816367],[5.39539878 8.43872681],[-0.84135967  0.40113299],[5.0135932  8.42335327],[-0.9119337   0.24380743],[5.12269355 3.50031956],[-0.25818305  0.65891233],[6.41600058 7.32400764],[-0.38628993  0.89839257],[2.62610308 6.14785155],[ 0.20873255 -0.98927196],[5.96413413 4.98594259],[0.76982471 0.66740782],[2.80694031 6.57867382],[-0.00451296 -1.0202409 ],[4.40087798 4.66861158],[ 1.04260577 -0.12224564]
[3.82483869 8.49335774],[-0.85719939 -0.28599942],[7.06765112 5.00315503],[ 0.36311122 -0.48443079],[5.30988517 8.47627442],[-0.86857495  0.34947195],[4.92177422 8.44529031],[-0.92377891  0.19513541],[5.09584128 3.57119376],[-0.27541606  0.75990154],[6.37564971 7.4130888 ],[-0.42253533  0.88095649],[2.64980217 6.04941781],[ 0.26547925 -0.97846169],[6.03932555 5.0540068 ],[0.73648768 0.6963277 ],[2.80871125 6.47630497],[ 0.04016359 -1.02602885],[4.50512398 4.65852711],[ 1.04346102 -0.07805528]
[3.73954748 8.46169204],[-0.84717011 -0.34640707],[7.10231188 4.95488002],[ 0.32983644 -0.48095534],[5.22200105 8.50880949],[-0.89040413  0.29933398],[4.82893253 8.46237856],[-0.93483149  0.14427693],[5.06751949 3.65173559],[-0.28961767  0.84951938],[6.33150638 7.50013301],[-0.45818479  0.86166515],[2.67901314 5.95211615],[ 0.31974204 -0.96580009],[6.11165733 5.12544569],[0.70629951 0.72855099],[2.81540531 6.37400027],[ 0.09222199 -1.02099144],[4.60935663 4.65285285],[ 1.04209822 -0.03427158]
[3.65566046 8.42422899],[-0.83195293 -0.40463683],[7.13353283 4.90697139],[ 0.29752699 -0.47385753],[5.13222847 8.53644087],[-0.90315662  0.25470212],[4.73465742 8.47385932],[-0.94989081  0.08535642],[5.03800597 3.7406091 ],[-0.30076675  0.92469103],[6.28357025 7.58489564],[-0.50124625  0.83253487],[2.71341667 5.85607869],[ 0.37127633 -0.9511696 ],[6.1806304  5.19976795],[0.67096692 0.75564054],[2.82703402 6.27209752],[ 0.14220704 -1.01467746],[4.7132187 4.6513985],[1.03547512 0.00564289]
[3.57347996 8.38098566],[-0.80967724 -0.45851426],[7.1610342  4.85943066],[ 0.25593227 -0.47302142],[5.0414029  8.55969668],[-0.91397937  0.20933239],[4.63943845 8.47981195],[-0.95414565  0.03362054],[5.00764309 3.83634534],[-0.30581095  0.98753095],[6.23143042 7.66674335],[-0.54186506  0.80369689],[2.75328335 5.76202175],[ 0.42347745 -0.93178389],[6.24600335 5.27673071],[0.63497666 0.78202331],[2.84368159 6.17099763],[ 0.18822027 -1.0092282 ],[4.81654097 4.65412096],[1.0330083  0.05108673]
[3.49365405 8.33237921],[-0.78639888 -0.5134232 ],[7.18480984 4.81257177],[ 0.21748205 -0.46569957],[4.94929596 8.57805751],[-0.92730336  0.15812015],[4.54415838 8.48083161],[-0.95560777 -0.01776279],[4.97697351 3.93766341],[-0.30664624  1.03681898],[6.17529225 7.74564561],[-0.58185909  0.77297046],[2.79766822 5.66945582],[ 0.46916294 -0.91375404],[6.30776222 5.35630992],[0.59842385 0.8076855 ],[2.86472083 6.0704325 ],[ 0.22920887 -1.00467551],[4.91919694 4.66104877],[1.02156239 0.08899616]
[3.41631869 8.27835202],[-0.7588333  -0.56586172],[7.2040447  4.76594265],[ 0.17010635 -0.46332638],[4.85581081 8.59106026],[-0.94162352  0.10203814],[4.44874369 8.47657881],[-0.95495846 -0.06999708],[4.94626945 4.04316182],[-0.30500318  1.07319341],[6.1152086  7.82139764],[-0.61754187  0.74385636],[2.84675699 5.57905302],[ 0.51417199 -0.89195194],[6.3657588  5.43833884],[0.56301091 0.83424128],[2.88985805 5.97054069],[ 0.27379463 -0.99232774],[5.02096    4.67207545],[1.01331017 0.13138803]
