[5.26283612 0.15010231],[ 1.92358535 -3.31195126],[7.04923577 2.62441857],[ 4.82781865 -1.25664924],[9.77940486 3.86871174],[3.03033044 3.61680912],[8.24474542 4.32860766],[-4.81642792 -2.52503867],[0.75096653 1.62020746],[ 2.62130074 -0.90069741],[0.3989878  8.24807149],[ 2.39335689 -2.81026122],[9.90083711 7.4516995 ],[1.13612151 4.49633442],[2.56831028 2.86019255],[-1.55392484  0.26245726],[5.20090981 5.3857102 ],[-1.90480135 -2.57928119],[4.17524410e-03 7.72668216e+00],[-1.6246001   4.53658037]
[4.80848636 6.41250217],[-0.89198648  0.03472864],[3.85433869 3.46783825],[ 0.6201469  -0.79440709],[5.26964325 2.76973207],[ 1.04674446 -0.06629327],[7.13058161 5.82178523],[ 0.67340525 -0.73680322],[4.21529075 6.29881256],[-0.81153913 -0.38284119],[6.69202555 6.30501795],[-0.55892323  0.74493946],[5.93197793 2.91791635],[1.01206378 0.25690778],[6.68669154 3.02312377],[-0.63654091 -0.66711806],[6.2496899  6.45344751],[-0.84879822  0.46397482],[6.89308535 3.83462683],[0.60069696 0.84412093]
[4.71959731 6.41387891],[-0.88345317 -0.00519561],[3.91878458 3.39018977],[ 0.6680704  -0.75853828],[5.37414247 2.76531949],[ 1.04415844 -0.02088263],[7.1963895  5.74692312],[ 0.63968534 -0.76306556],[4.13537062 6.25822738],[-0.78594455 -0.42824897],[6.63422752 6.37761909],[-0.59994454  0.7038972 ],[6.03249863 2.94575003],[0.99630207 0.29769758],[6.62156185 2.95820763],[-0.66506361 -0.63013331],[6.16422493 6.4980906 ],[-0.86304532  0.42599868],[6.95170108 3.91999884],[0.5706082  0.86210389]
[4.63150215 6.41109871],[-0.87801458 -0.05040631],[3.98762034 3.31594625],[ 0.71172183 -0.72250377],[5.4785752  2.76572113],[1.04332613 0.02802839],[7.25824429 5.66899552],[ 0.59559495 -0.7967883 ],[4.05790141 6.21287322],[-0.76339605 -0.47918844],[6.57280007 6.44648941],[-0.62779672  0.67390636],[6.13169463 2.97795476],[0.98687242 0.34592929],[6.55345388 2.89690778],[-0.69698878 -0.59569719],[6.07706715 6.53854127],[-0.88023968  0.38238314],[7.00710381 4.00692034],[0.53815743 0.87685637]
[4.543759   6.40344451],[-0.87317282 -0.09945061],[4.06098182 3.24569043],[ 0.75136776 -0.68600044],[5.58266617 2.77083532],[1.0399568  0.07594121],[7.31560069 5.58776881],[ 0.55360498 -0.82517185],[3.98290608 6.16251352],[-0.73452794 -0.5263175 ],[6.50874261 6.51239156],[-0.65412613  0.64295255],[6.229599   3.01471334],[0.96862585 0.38671163],[6.48225262 2.83918772],[-0.72768517 -0.55931276],[5.98855926 6.57486583],[-0.89049698  0.34324741],[7.05911574 4.09513358],[0.50260849 0.8877794 ]
[4.4570514  6.39130176],[-0.85978065 -0.14250939],[4.13815616 3.17915672],[ 0.7896722  -0.64639022],[5.68657573 2.78101378],[1.03541588 0.12493872],[7.36916588 5.50425302],[ 0.51631575 -0.84606539],[3.91135174 6.10789568],[-0.69732572 -0.56703257],[6.44206101 6.57508219],[-0.68332697  0.6066161 ],[6.32574981 3.05565787],[0.95371789 0.43157111],[6.40827268 2.7854314 ],[-0.75606393 -0.5199522 ],[5.89887539 6.60701048],[-0.90485962  0.29752314],[7.10739205 4.18423641],[0.46362502 0.89489283]
[4.37158872 6.37463125],[-0.8458894  -0.18768583],[4.21885142 3.11649216],[ 0.8237665 -0.6066705],[5.79017014 2.79633551],[1.03213487 0.17749984],[7.41915674 5.41892986],[ 0.47946485 -0.8640269 ],[3.84344094 6.04903685],[-0.661521  -0.6109919],[6.37231178 6.63385838],[-0.71031757  0.56980726],[6.41973836 3.10044131],[0.92725041 0.46517344],[6.33134269 2.73551646],[-0.78224921 -0.47805826],[5.8079373 6.6346167],[-0.91272829  0.25546047],[7.1518099  4.27408285],[0.42675423 0.90387562]
[4.28767377 6.35347298],[-0.83141506 -0.23484124],[4.30323455 3.05830063],[ 0.85919704 -0.56113172],[5.89258874 2.81612056],[1.01877062 0.22082766],[7.46507412 5.33156368],[ 0.43898208 -0.88275765],[3.77895762 5.98554134],[-0.62826307 -0.65921034],[6.30008822 6.68904374],[-0.73267732  0.53494484],[6.51136492 3.14887363],[0.90180889 0.49998211],[6.25171775 2.68972666],[-0.80692006 -0.43446012],[5.71631807 6.6580122 ],[-0.92167973  0.21005451],[7.19255776 4.36481855],[0.38880607 0.91128951]
[4.20538947 6.32764401],[-0.81303601 -0.28089216],[4.39066237 3.00437236],[ 0.88883419 -0.51728668],[5.99403524 2.84067481],[1.00990855 0.27022236],[7.50688229 5.2424008 ],[ 0.39527165 -0.90193867],[3.71800435 5.91735977],[-0.58527623 -0.6990127 ],[6.22537479 6.7403497 ],[-0.75858622  0.49369184],[6.60053807 3.20088475],[0.87987437 0.53851464],[6.17029412 2.64899877],[-0.82585039 -0.38439498],[5.62390464 6.67683711],[-0.92840886  0.16414059],[7.22960002 4.45636326],[0.35416914 0.92150048]
[4.125002   6.29712969],[-0.79299375 -0.3280747 ],[4.48093843 2.95491451],[ 0.91525996 -0.47261424],[6.09415977 2.86980093],[0.99064467 0.31038964],[7.54411124 5.15127349],[ 0.35048067 -0.91898235],[3.66143851 5.84523182],[-0.54350035 -0.74103285],[6.14825884 6.78757161],[-0.78381558  0.45015305],[6.68711052 3.2563552 ],[0.85292417 0.5722226 ],[6.08656899 2.61287198],[-0.8501882  -0.33979611],[5.53067681 6.69077172],[-0.93296509  0.11731325],[7.26310908 4.54881281],[0.31676131 0.92811932]
[4.04678347 6.26192256],[-0.76885133 -0.37393893],[4.57394102 2.91020688],[ 0.94715498 -0.41838095],[6.1922363  2.90282044],[0.97389604 0.35319352],[7.57690954 5.05863543],[ 0.30669844 -0.93215077],[3.60948273 5.76929875],[-0.49448353 -0.77650469],[6.06886205 6.83052422],[-0.80383041  0.40874438],[6.77074596 3.31495875],[0.82001372 0.59998917],[6.00038622 2.58114583],[-0.87209285 -0.29352017],[5.4370905  6.69998409],[-0.93727758  0.06806869],[7.29271147 4.64173977],[0.27752368 0.93253801]
