[6.28742588 9.98269911],[-0.31968047  1.34865612],[1.05885636 1.27047917],[ 2.33794576 -1.61383388],[6.25829834 5.96421317],[-2.46707755  0.7888575 ],[7.80675974 7.03350868],[2.34046884 3.45590309],[8.82190584 0.2849306 ],[ 1.00106288 -1.4017015 ],[0.51984698 5.7785209 ],[ 4.8468955  -1.53511972],[8.5974378  4.96560907],[1.9438482  0.01485471],[1.64696609 7.18435817],[3.00614075 0.77737933],[1.78924144 5.73228976],[ 3.93916013 -3.86322731],[7.55468578 6.8199386 ],[0.66881075 3.88652657]
[7.93503266 4.55583078],[0.83445418 0.37105533],[7.8172406  8.66061573],[ 0.75713669 -0.2236943 ],[8.54767924 4.86870708],[0.5328666  0.76299415],[6.13686025 4.42662258],[ 0.75767505 -0.53783986],[5.62046034 7.88983408],[0.11526881 0.80753229],[5.99347304 8.06714405],[-0.93105566 -0.49083253],[5.11166    5.98694241],[ 0.08863971 -1.0139763 ],[6.24179957 5.09328752],[-0.97281416  0.40022758],[5.42800995 7.52813391],[-0.65244334 -0.83188667],[7.09697411 4.17165856],[ 0.85226831 -0.16141731]
[8.01777375 4.59553137],[0.81668102 0.41953423],[7.89258787 8.63442073],[ 0.75073744 -0.29877871],[8.59872428 4.94692912],[0.48839424 0.8016323 ],[6.2138888  4.37480911],[ 0.78310982 -0.49781026],[5.6337362  7.97001354],[0.14851159 0.79390488],[5.90183771 8.0161103 ],[-0.90200469 -0.53021724],[5.12267443 5.88621427],[ 0.13032675 -1.00176949],[6.14585391 5.13476828],[-0.95022156  0.42508216],[5.36469049 7.44377038],[-0.61139726 -0.85271877],[7.18254174 4.15772421],[ 0.85813762 -0.11785727]
[8.09833178 4.63975255],[0.79858348 0.46922629],[7.96724852 8.60082158],[ 0.74334638 -0.37158665],[8.64529068 5.02894317],[0.44357444 0.8389913 ],[6.29338911 4.3270574 ],[ 0.80347079 -0.46025052],[5.65021909 8.04857129],[0.17918375 0.77486621],[5.81319059 7.9611989 ],[-0.86865178 -0.56570573],[5.13756185 5.7864631 ],[ 0.16718436 -0.99317518],[6.05177216 5.17826358],[-0.93084144  0.44519873],[5.30542104 7.35728324],[-0.57550966 -0.87835856],[7.2686831  4.14826314],[ 0.86652771 -0.06901897]
[8.17718795 4.68914998],[0.7767885  0.51713205],[8.04095756 8.55995387],[ 0.73081533 -0.44485197],[8.68700529 5.11426245],[0.39267996 0.86903949],[6.37450646 4.28275188],[ 0.81590788 -0.42853732],[5.66963496 8.12495952],[0.20919107 0.75256298],[5.7275445  7.90238308],[-0.84316051 -0.60959096],[5.15615519 5.68767675],[ 0.20623247 -0.9808397 ],[5.95983092 5.22390995],[-0.90685402  0.4687099 ],[5.24992278 7.26845078],[-0.53551532 -0.89921269],[7.35556467 4.14375812],[ 0.870183   -0.02159989]
[8.25354142 4.74307425],[0.75069575 0.561884  ],[8.11342683 8.51206137],[ 0.71664085 -0.51380031],[8.72369045 5.20256478],[0.34204244 0.89767935],[6.45728874 4.24214295],[ 0.83959052 -0.38328947],[5.69199461 8.19892266],[0.23813348 0.72642539],[5.64498285 7.83968158],[-0.80982575 -0.64620001],[5.17868391 5.59020896],[ 0.2438578  -0.96872031],[5.8700824  5.27164913],[-0.88982533  0.48400586],[5.19825274 7.17739894],[-0.49559594 -0.91930483],[7.44261492 4.14393509],[0.87314663 0.02790834]
[8.32709193 4.8013248 ],[0.72281431 0.6056825 ],[8.18406404 8.45719692],[ 0.69426448 -0.58407029],[8.75554247 5.29384719],[0.29473801 0.92707272],[6.542084  4.2058533],[ 0.8532542  -0.34524075],[5.71782619 8.27069115],[0.27881832 0.70860487],[5.56586615 7.77341014],[-0.77554425 -0.6822575 ],[5.20527785 5.49431643],[ 0.28614607 -0.95081984],[5.78206692 5.32085331],[-0.86811341  0.50219922],[5.15070453 7.08450497],[-0.45437554 -0.93742155],[7.53008184 4.1493547 ],[0.87477071 0.07955903]
[8.39765456 4.86378778],[0.68824217 0.64336811],[8.25194714 8.39516236],[ 0.66660692 -0.65202827],[8.78257559 5.38781951],[0.24471224 0.95057977],[6.6281947  4.17342378],[ 0.86996133 -0.30189352],[5.7472861  8.34004474],[0.3089656  0.67654747],[5.48988385 7.70321644],[-0.74294877 -0.7204426 ],[5.23556313 5.39975637],[ 0.31953505 -0.93995067],[5.696317   5.37190709],[-0.84524365  0.52033115],[5.10717418 6.98974086],[-0.41309284 -0.95446139],[7.61765454 4.16004986],[0.87573586 0.13388599]
[8.46439858 4.92967237],[0.64915913 0.67680767],[8.31688598 8.32656547],[ 0.63058934 -0.72003132],[8.80450747 5.48388691],[0.1946752  0.97087295],[6.71587431 4.14537095],[ 0.88208124 -0.2603389 ],[5.7802708 8.4065207],[0.34746099 0.64907881],[5.41749709 7.62952803],[-0.70531767 -0.75380983],[5.26916371 5.30637641],[ 0.35134718 -0.92832172],[5.61326118 5.42513238],[-0.81917056  0.54070534],[5.0678511  6.89339828],[-0.37254324 -0.97129615],[7.70506295 4.17608469],[0.87054184 0.18528776]
[8.52753924 4.99921352],[0.61303445 0.71332315],[8.37810085 8.25148154],[ 0.59748688 -0.77642616],[8.82128808 5.58165889],[0.14150843 0.98457768],[6.80487512 4.12171346],[ 0.89628132 -0.2139673 ],[5.81718539 8.47012247],[0.38950562 0.62095838],[5.34924283 7.55286341],[-0.66292771 -0.78259592],[5.3058982  5.21423761],[ 0.38483473 -0.91263004],[5.53238305 5.47989516],[-0.79707955  0.55561766],[5.03310243 6.79592632],[-0.32641125 -0.98199445],[7.79150269 4.19692877],[0.86006925 0.233737  ]
[8.58679181 5.07212825],[0.5716724  0.74454023],[8.43575153 8.17093101],[ 0.55571676 -0.83292243],[8.83268709 5.68057469],[0.08853736 0.99516801],[6.89530471 4.10286143],[ 0.91019114 -0.16469342],[5.85819616 8.53058354],[0.43140801 0.58827046],[5.28487195 7.47296264],[-0.62484459 -0.81567394],[5.34649595 5.12425503],[ 0.42509046 -0.88883567],[5.45378022 5.53614467],[-0.77465243  0.56945264],[5.0026283  6.69710381],[-0.28074635 -0.99187567],[7.87684343 4.22268925],[0.84431915 0.27931062]
[8.64191637 5.14816251],[0.53006634 0.77527851],[8.48919709 8.08512883],[ 0.51228157 -0.88265045],[8.83900258 5.78056735],[0.03759591 1.00374556],[6.98654413 4.08849172],[ 0.91465905 -0.12232378],[5.90359979 8.58774737],[0.47712877 0.5547715 ],[5.22447828 7.38993263],[-0.58461574 -0.84639003],[5.39075309 5.03636938],[ 0.46125701 -0.86737988],[5.37764123 5.59393049],[-0.74957633  0.58460593],[4.97712525 6.5977178 ],[-0.23118309 -0.99759375],[7.96083464 4.25334129],[0.83187348 0.33046217]
[8.69285789 5.22722719],[0.49106509 0.80811021],[8.53807547 7.99453623],[ 0.46358291 -0.92954884],[8.84006421 5.88106428],[-0.01605413  1.00589192],[7.07851454 4.07877366],[ 0.92169805 -0.07465928],[5.95354263 8.64129385],[0.52066066 0.51440123],[5.16799486 7.30374431],[-0.54599387 -0.87810557],[5.43867643 4.95077131],[ 0.4999189  -0.84159952],[5.30401434 5.65316714],[-0.71973184  0.60317217],[4.95644513 6.49766572],[-0.18308041 -1.0039447 ],[8.04329859 4.28893636],[0.81929248 0.38370102]
[8.73988177 5.30950381],[0.44837499 0.83614427],[8.58205186 7.89961438],[ 0.41691386 -0.96681972],[8.83610741 5.98191994],[-0.06643312  1.00712666],[7.17131817 4.0741035 ],[ 0.93419241 -0.0183122 ],[6.00814844 8.69088206],[0.57021909 0.47546552],[5.1154242  7.21448181],[-0.5058465  -0.90728222],[5.49035572 4.86772898],[ 0.53384689 -0.81868433],[5.2337349  5.71456475],[-0.68739445  0.62303842],[4.94050456 6.39696159],[-0.13733055 -1.01138425],[8.12428828 4.3297651 ],[0.79926387 0.43185519]
[8.7823665  5.39426535],[0.40046535 0.8580065 ],[8.62160378 7.80151335],[ 0.36827411 -1.00002479],[8.82703016 6.08262148],[-0.11607029  1.00527165],[7.26481611 4.07469489],[0.93280773 0.02749799],[6.06764308 8.73629064],[0.61893545 0.43135577],[5.06722222 7.12270604],[-0.45814456 -0.92800617],[5.5454372 4.7870997],[ 0.56803522 -0.79326386],[5.16655201 5.77774144],[-0.65663468  0.63988328],[4.92922696 6.29568926],[-0.08666261 -1.01228645],[8.20304293 4.37525901],[0.77727264 0.47967324]
[8.82013974 5.48124067],[0.3550296  0.88122467],[8.65601808 7.70013538],[ 0.31737673 -1.02923351],[8.81284166 6.18279615],[-0.17064875  0.99475692],[7.35843502 4.08024957],[0.93563809 0.08020096],[6.13199901 8.77707821],[0.66907792 0.38480785],[5.02381762 7.02891626],[-0.41179431 -0.94938537],[5.60394382 4.70913278],[ 0.60307104 -0.76473567],[5.10272935 5.84280893],[-0.61951983  0.66150351],[4.92283919 6.19420949],[-0.03932691 -1.01509071],[8.27985686 4.42588318],[0.75799394 0.5320013 ]
