[0.82113415 5.0129618 ],[ 1.57009383 -0.75097662],[9.15398839 5.04200827],[0.06496552 3.62115319],[6.585984   1.60629904],[-4.66983396  2.75480697],[3.88198071 8.11174173],[3.86432015 4.12859546],[0.25259968 6.12817468],[-0.8745922  -4.58694872],[2.96238863 4.02686538],[-4.02087614 -3.88262156],[3.23784477 5.53939166],[4.43408702 1.28483348],[5.01961089 0.78891249],[ 4.00091191 -3.90400225],[8.88131088 6.63111236],[-4.44427075 -0.53974332],[9.15655087 7.57093188],[3.52616585 0.82705651]
[8.4337319  3.41156915],[-0.36774539 -0.92124115],[7.04449471 2.25591804],[0.88360076 0.59469048],[8.62197138 4.14526783],[-0.23114425 -1.0203243 ],[4.53821002 3.96249359],[-0.45545099  0.78514279],[8.26400171 4.88158848],[ 0.34161563 -0.95619385],[7.38751527 5.92124022],[ 0.90529304 -0.37273363],[4.53632362 4.71983123],[0.18057835 0.95073363],[4.19214902 4.46087769],[-0.30490542 -0.88530715],[7.93700458 3.19614138],[0.37274897 0.98864947],[4.38948831 3.21531092],[ 0.45048566 -0.87999864]
[8.39436526 3.31997347],[-0.41669479 -0.90765506],[7.13161123 2.31716464],[0.85684451 0.62808913],[8.59621779 4.04345573],[-0.28026613 -1.01210172],[4.49518105 4.04212922],[-0.40655518  0.80565382],[8.29591692 4.78505975],[ 0.29698981 -0.97368032],[7.4771744  5.88156542],[ 0.88805683 -0.42005481],[4.55707458 4.81440896],[0.23539207 0.9412465 ],[4.16445621 4.3713023 ],[-0.24779238 -0.90499081],[7.97266488 3.29575603],[0.33949368 1.00210643],[4.43727342 3.1282973 ],[ 0.50755976 -0.85717656]
[8.35026031 3.22994273],[-0.46306523 -0.89058093],[7.21602254 2.38166131],[0.82984271 0.66003634],[8.56613732 3.94306638],[-0.32077737 -0.99521691],[4.45687319 4.12348834],[-0.36167521  0.81898685],[8.32324469 4.68680586],[ 0.24802724 -0.99248323],[7.5649687  5.83717452],[ 0.86645454 -0.46858284],[4.58308317 4.90765392],[0.2854767  0.92401253],[4.14270167 4.27998329],[-0.18590809 -0.91990105],[8.00464565 3.3962269 ],[0.30003368 1.00682696],[4.4907013  3.04372222],[ 0.55912744 -0.83527093]
[8.3018961  3.14201686],[-0.50294139 -0.86675576],[7.29755569 2.44910979],[0.79862565 0.68645787],[8.53155004 3.84392476],[-0.36956724 -0.98608919],[4.42291691 4.20590262],[-0.31743195  0.8288904 ],[8.34585694 4.58700923],[ 0.20601567 -1.00136912],[7.65084043 5.78833996],[ 0.8470795  -0.51140987],[4.61408825 4.99904534],[0.34043244 0.90911689],[4.12729856 4.18733881],[-0.12146928 -0.93212962],[8.03248748 3.49689053],[0.25503382 1.00441532],[4.54912483 2.96143782],[ 0.61138882 -0.80755111]
[8.24938443 3.05631517],[-0.54633638 -0.84634384],[7.3761079  2.51927299],[0.77310125 0.71722216],[8.49254947 3.74619164],[-0.40863407 -0.96686403],[4.39359173 4.28936203],[-0.27032551  0.83854758],[8.36404811 4.48620887],[ 0.15878464 -1.01322212],[7.73406844 5.73467694],[ 0.81821051 -0.56057809],[4.65070292 5.08888637],[0.39029624 0.88583093],[4.1183203  4.09348915],[-0.05747044 -0.94394403],[8.05590253 3.59733994],[0.21382937 1.00476502],[4.61270734 2.88210114],[ 0.65817564 -0.78039702]
[8.19303107 2.97314883],[-0.58187445 -0.8182578 ],[7.45203316 2.5923736 ],[0.74698937 0.74608694],[8.44936613 3.65009566],[-0.45716954 -0.95705937],[4.36932205 4.37396128],[-0.21336936  0.85444215],[8.37731467 4.38417094],[ 0.10815155 -1.0254699 ],[7.81477842 5.67664086],[ 0.79200638 -0.60348128],[4.69199592 5.17599229],[0.43859633 0.85900846],[4.11565344 3.99845752],[ 0.00629538 -0.95406921],[8.07538111 3.69791154],[0.17390266 1.00447768],[4.68087074 2.80563728],[ 0.7061662  -0.74697389]
[8.13332342 2.89296624],[-0.61348819 -0.78675513],[7.52525346 2.66819558],[0.71906016 0.77169065],[8.40154605 3.55524346],[-0.4951268  -0.93603422],[4.35062868 4.45981799],[-0.16010638  0.86242732],[8.38585006 4.28136539],[ 0.06331674 -1.02955797],[7.89257548 5.61420267],[ 0.76338543 -0.64520423],[4.7382226  5.26040656],[0.48974071 0.83272288],[4.11946961 3.90263741],[ 0.07122467 -0.96059323],[8.09111711 3.79860057],[0.13870513 1.00673103],[4.75373086 2.73265899],[ 0.74910857 -0.71369333]
[8.0701038  2.81556034],[-0.65408051 -0.76464767],[7.59543554 2.74625895],[0.6897257  0.79441663],[8.35037722 3.4628924 ],[-0.52975359 -0.91271799],[4.33733057 4.54634338],[-0.10706691  0.86630029],[8.39010207 4.17842983],[ 0.02457385 -1.026221  ],[7.9675075  5.54777698],[ 0.73258622 -0.68534467],[4.7899514  5.34244112],[0.54044751 0.80329746],[4.12965357 3.80620043],[ 0.13313734 -0.96673097],[8.10355987 3.89959704],[0.10504585 1.00765597],[4.83054597 2.66291115],[ 0.78643847 -0.68123901]
[8.00317564 2.74069739],[-0.68522716 -0.73354427],[7.66284917 2.82668011],[0.65908624 0.81424244],[8.2956074  3.37270118],[-0.56458647 -0.8901865 ],[4.32993348 4.63364043],[-0.04084226  0.87879009],[8.39023206 4.07562123],[-0.02254542 -1.03017347],[8.03900893 5.47717261],[ 0.69945575 -0.72409395],[4.84649729 5.4211807 ],[0.59039978 0.77117835],[4.1460778  3.70940469],[ 0.19623616 -0.96748319],[8.1122159  4.00017862],[0.06941956 1.0049191 ],[4.91068833 2.59622599],[ 0.81858611 -0.64957059]
[7.93335706 2.66913124],[-0.71323336 -0.70005989],[7.72699309 2.90880435],[0.62419772 0.82839769],[8.2378322  3.28519365],[-0.59331887 -0.86260165],[4.32872546 4.72149926],[0.01593918 0.87702015],[8.38586866 3.9727386 ],[-0.06352265 -1.0261902 ],[8.10700648 5.40269248],[ 0.66260343 -0.76276323],[4.90766373 5.49624474],[0.63628961 0.7332642 ],[4.16884273 3.61278476],[ 0.26005065 -0.96308343],[8.11731312 4.10038439],[0.03247796 0.99883851],[4.99453381 2.53341523],[ 0.85577671 -0.60845631]
