[1.83887882 5.722916  ],[ 4.10340358 -3.97996271],[8.71759488 8.09842243],[-4.85273135  3.64892489],[3.0184349  9.00276915],[3.48599921 3.80019337],[9.87380212 5.15045648],[ 0.53932626 -1.32529811],[6.06650021 6.38581206],[-4.32817076  1.57111044],[6.01415497 9.52122302],[-0.49137232 -0.58707584],[3.25347454 5.7000647 ],[0.93610691 0.89406406],[6.29918993 1.80230843],[1.91248925 4.75461027],[6.64294011 4.00678545],[-2.18269816 -2.69608812],[9.64270567 1.0226151 ],[-0.51304401 -0.06132824]
[4.07522274 6.54350139],[-0.52745482 -0.88516793],[7.3727468  4.24530708],[0.66837662 0.64054828],[4.31835595 4.08972671],[-0.78167778  0.55135497],[6.09199983 7.29178852],[ 0.984317  -0.1997575],[7.77353676 5.73734334],[-0.10288608  0.93986043],[7.94100111 5.15610943],[0.29743642 0.83870143],[4.12809714 3.98614039],[-0.72265311  0.6200127 ],[4.47156408 3.84361079],[ 0.74978818 -0.68840415],[7.60054516 5.09907885],[-0.15771557 -1.01466147],[3.77767005 5.39334841],[-0.15136505 -0.9883395 ]
[4.02465444 6.45344502],[-0.47943494 -0.91119908],[7.43805434 4.3109672 ],[0.63736047 0.67230887],[4.24142259 4.14614253],[-0.75629362  0.5772918 ],[6.19006153 7.2692881 ],[ 0.97322322 -0.2533085 ],[7.76099168 5.83134648],[-0.14848155  0.93908161],[7.96861323 5.24110462],[0.24894347 0.85520089],[4.05788851 4.05018924],[-0.68305599  0.65898238],[4.54837611 3.77692904],[ 0.78694553 -0.64420196],[7.58256345 4.99802332],[-0.20137111 -1.0057314 ],[3.7646497  5.29389538],[-0.10588318 -0.99710654]
[3.97888956 6.36085779],[-0.43355635 -0.93789678],[7.50030763 4.37988661],[0.60738328 0.70578992],[4.1673464 4.205368 ],[-0.72499286  0.6071258 ],[6.28655925 7.24112362],[ 0.95772387 -0.30845375],[7.74343949 5.92467841],[-0.20237116  0.92734821],[7.99089431 5.3272757 ],[0.197922   0.86928168],[3.99133113 4.11768638],[-0.64858011  0.6899893 ],[4.62876658 3.71469456],[ 0.81966959 -0.60114316],[7.56027236 4.89798363],[-0.24760052 -0.99798669],[3.75640664 5.19390799],[-0.05853466 -1.00179614]
[3.93813277 6.26609764],[-0.38172035 -0.95711782],[7.5596505  4.45226174],[0.57458774 0.7368301 ],[4.09643787 4.26751375],[-0.69366068  0.63495367],[6.38148057 7.20758373],[ 0.94392847 -0.35839073],[7.72094743 6.01714719],[-0.24839509  0.92055067],[8.00852814 5.41525372],[0.15311232 0.88824458],[3.92855124 4.18846513],[-0.60562351  0.7264531 ],[4.71199542 3.65649034],[ 0.84622328 -0.56112705],[7.53347949 4.79893936],[-0.28730992 -0.98202959],[3.75288066 5.09355287],[-0.01205567 -1.00486617]
[3.90200228 6.16896929],[-0.3378901  -0.98190954],[7.61538078 4.527427  ],[0.53980743 0.76621519],[4.02852894 4.33219974],[-0.65996107  0.66296382],[6.47480137 7.16904038],[ 0.92009336 -0.41433323],[7.69374334 6.10866613],[-0.29575314  0.90908821],[8.02089588 5.50428992],[0.09620006 0.89421574],[3.86998911 4.26265147],[-0.56364871  0.7587023 ],[4.79785676 3.6024223 ],[ 0.87011779 -0.52063087],[7.50296129 4.70174999],[-0.32405712 -0.96273656],[3.75401826 4.99304267],[ 0.03654227 -1.0031525 ]
[3.87079213 6.07001368],[-0.28727171 -0.99766682],[7.66726979 4.60517808],[0.49918677 0.79000296],[3.96394673 4.39953273],[-0.62992011  0.68509157],[6.56584129 7.12517238],[ 0.90130716 -0.46164165],[7.66140432 6.19849238],[-0.35087107  0.88711953],[8.02755144 5.59386624],[0.03675678 0.89691593],[3.81530558 4.3395832 ],[-0.52794058  0.78154862],[4.8860054  3.55244879],[ 0.89400109 -0.47714786],[7.46850543 4.60626725],[-0.36508481 -0.94683382],[3.76006667 4.89286768],[ 0.08418745 -1.00012732]
[3.84472732 5.96967452],[-0.236429   -1.01109074],[7.71520839 4.68542303],[0.45657427 0.81186151],[3.90331635 4.46990671],[-0.58570467  0.71894395],[6.65514141 7.07694259],[ 0.88180249 -0.50502637],[7.62410561 6.28652465],[-0.39643276  0.87154683],[8.02844491 5.68383956],[-0.01997995  0.90108751],[3.76466002 4.41910946],[-0.48549015  0.80792673],[4.97594956 3.50637193],[ 0.90556593 -0.44339106],[7.4295608  4.51206972],[-0.4101119  -0.93320958],[3.77087738 4.79312079],[ 0.13122388 -0.99505244]
[3.82353927 5.86792209],[-0.18750136 -1.0235809 ],[7.75895975 4.76793208],[0.41830487 0.83803678],[3.84665806 4.54308637],[-0.54757272  0.74411775],[6.74217283 7.02427269],[ 0.85630447 -0.55019927],[7.58182417 6.37240564],[-0.44794427  0.84679581],[8.02333853 5.77383274],[-0.07925757  0.90127972],[3.71828854 4.5011381 ],[-0.44191701  0.83212671],[5.06749963 3.46423903],[ 0.92491893 -0.39927348],[7.38636279 4.4195463 ],[-0.45442986 -0.91762576],[3.78708155 4.69466467],[ 0.18752067 -0.97913183]
[3.80747442 5.76528128],[-0.13649192 -1.03148218],[7.79870604 4.85285459],[0.37682829 0.86047787],[3.7940668  4.61890247],[-0.50481461  0.77115356],[6.82625517 6.96687848],[ 0.82567604 -0.59668676],[7.53478474 6.45603263],[-0.49235918  0.82557796],[8.0126208 5.8640408],[-0.13407761  0.90329991],[3.67664364 4.58577573],[-0.3932296   0.85779525],[5.16087815 3.42656257],[ 0.94272288 -0.35364886],[7.33899645 4.32890867],[-0.49005035 -0.89227927],[3.80850455 4.59748998],[ 0.23881676 -0.96594588]
[3.79643117 5.66191004],[-0.0849926  -1.03602983],[7.83413129 4.93982008],[0.33075876 0.87778714],[3.74555858 4.69708916],[-0.46129836  0.79614916],[6.90738737 6.90514923],[ 0.79526403 -0.63890717],[7.48308345 6.53713083],[-0.54139498  0.79606081],[7.99611802 5.95400577],[-0.19281565  0.89860062],[3.639834   4.67276554],[-0.34176405  0.88257502],[5.25610201 3.3936776 ],[ 0.96136835 -0.30381664],[7.28818081 4.24092773],[-0.52702686 -0.86803846],[3.83489576 4.50161345],[ 0.28894491 -0.95107549]
[3.79028577 5.55798114],[-0.03656216 -1.04046358],[7.86524277 5.02876912],[0.28805526 0.89753319],[3.7015745  4.77778837],[-0.42059044  0.81518551],[6.98561152 6.83953802],[ 0.76458414 -0.6772727 ],[7.42688729 6.61549825],[-0.58627057  0.76688883],[7.97405399 6.04364347],[-0.2468143   0.89508725],[3.60791558 4.76179299],[-0.29697755  0.89709837],[5.35278627 3.36553064],[ 0.97381485 -0.25712959],[7.23385011 4.15557874],[-0.55982643 -0.8391753 ],[3.86613129 4.40720432],[ 0.33353873 -0.93862589]
[3.7893075  5.45406912],[ 0.01358015 -1.04058254],[7.89164399 5.11921032],[0.23884024 0.91003919],[3.66187141 4.86046167],[-0.3725542   0.83860825],[7.06057478 6.77009638],[ 0.73064457 -0.71493624],[7.36605578 6.69061183],[-0.62867053  0.73639746],[7.94623556 6.13239007],[-0.308687    0.88013949],[3.58109864 4.85271897],[-0.24053824  0.91952648],[5.45064859 3.3421344 ],[ 0.98313942 -0.21065321],[7.17627492 4.07316641],[-0.59084756 -0.80822858],[3.90181252 4.31421397],[ 0.37939935 -0.921276  ]
[3.79317624 5.35014751],[ 0.06473927 -1.03639287],[7.91328664 5.21102165],[0.19349602 0.92536943],[3.62719785 4.94551721],[-0.32272997  0.86016813],[7.13221209 6.69715127],[ 0.70194284 -0.7434918 ],[7.3010378  6.76252766],[-0.66981617  0.70312561],[7.91235935 6.21960237],[-0.3665393   0.86569285],[3.55975234 4.94550628],[-0.18677021  0.93522369],[5.54935467 3.323435  ],[ 0.98849051 -0.16549405],[7.11545897 3.99372888],[-0.62572445 -0.78075068],[3.94213742 4.22317936],[ 0.42524158 -0.90070744]
[3.80221625 5.24682824],[ 0.11615881 -1.02935453],[7.93033249 5.30422463],[0.14890248 0.93978785],[3.59721768 5.03228123],[-0.27553825  0.87590252],[7.2007286 6.621286 ],[ 0.66950611 -0.77209968],[7.23205138 6.83106072],[-0.70838518  0.66838144],[7.87271363 6.3051765 ],[-0.42376498  0.84765358],[3.54386428 5.03975271],[-0.13043506  0.9496594 ],[5.64849364 3.30926197],[ 0.99275589 -0.11917549],[7.0509809  3.91689296],[-0.66168421 -0.75379966],[3.98703996 4.13436409],[ 0.47412456 -0.87380121]
