[8.09254258 2.83287916],[-3.86635024 -2.0191921 ],[5.35474431 9.47966055],[ 2.02950415 -0.55316385],[1.14552749 4.8050083 ],[-2.31146671  4.13753581],[0.63818114 0.22698582],[-4.7003927  -2.89525533],[8.60803947 4.5470967 ],[ 0.28973642 -4.88298035],[2.33881304 1.4264564 ],[-1.15674624  1.42959409],[2.70068618 4.831035  ],[-0.50944821  2.19093024],[7.66075488 5.03130229],[ 1.26774422 -2.19237638],[1.70636042 3.99340408],[-0.36445132  2.0348917 ],[7.32466492 8.15636102],[4.86092292 4.42087372]
[6.55716839 5.76203274],[ 0.46314658 -0.86690872],[3.26345372 6.21544723],[0.58351002 0.79902374],[4.42831434 3.09659377],[-0.98736734  0.12137493],[5.81622909 6.29690591],[ 0.77058069 -0.67435406],[5.63216245 6.64095271],[ 0.90847897 -0.38014286],[5.83526241 3.33361981],[-0.75819676 -0.63388016],[3.50787241 3.4318549 ],[-0.78117276  0.63267631],[5.46252379 6.72266363],[ 0.92919607 -0.34029615],[3.79348181 3.1943917 ],[-0.88639077  0.45427592],[3.00893112 4.67999528],[-0.3220348  0.9228136]
[6.60122679 5.67417206],[ 0.41812347 -0.88966415],[3.32365362 6.29377983],[0.62330177 0.77039678],[4.32979986 3.11088883],[-0.98414978  0.16267589],[5.89146587 6.22770204],[ 0.73512067 -0.7083111 ],[5.72191626 6.60069108],[ 0.8862472  -0.42496461],[5.75800793 3.2721992 ],[-0.78626477 -0.59399536],[3.43148413 3.49707929],[-0.74565192  0.67221933],[5.55430918 6.68609295],[ 0.90672838 -0.39050291],[3.70607904 3.24206651],[-0.86310214  0.49720535],[2.97863476 4.77260262],[-0.28150746  0.93140838]
[6.6406242  5.58405603],[ 0.37289362 -0.90908704],[3.38743011 6.36882011],[0.65168009 0.72990441],[4.23198745 3.12953879],[-0.97222004  0.20981423],[5.9633329 6.155416 ],[ 0.70077414 -0.73839755],[5.80951364 6.5561591 ],[ 0.8631336  -0.46770124],[5.67791456 3.2147248 ],[-0.81358238 -0.55358617],[3.35879967 3.56624985],[-0.70611707  0.71256276],[5.64393991 6.64473581],[ 0.88465375 -0.43734686],[3.6210216  3.29387706],[-0.83783141  0.53866452],[2.95263236 4.86618696],[-0.23998618  0.93854251]
[6.67554546 5.49219687],[ 0.32325017 -0.92979269],[3.45426634 6.44002061],[0.68544084 0.69450712],[4.13550601 3.15293425],[-0.95930049  0.25575472],[6.03185304 6.0803471 ],[ 0.66922933 -0.76293809],[5.89450801 6.50720155],[ 0.83818087 -0.50945881],[5.59536157 3.1615524 ],[-0.83660832 -0.50908959],[3.29009243 3.63931053],[-0.66740029  0.74870328],[5.73143439 6.59892743],[ 0.86531105 -0.47806543],[3.53839034 3.34955766],[-0.81334026  0.57582216],[2.9309043 4.9604991],[-0.19625615  0.94554609]
[6.70554606 5.398491  ],[ 0.27425186 -0.94629996],[3.52449156 6.50767725],[0.71970825 0.65929902],[4.04017848 3.1806432 ],[-0.94744305  0.29768603],[6.09680752 6.00254883],[ 0.62987945 -0.79252571],[5.97677975 6.45399846],[ 0.80465364 -0.55673016],[5.51059907 3.11291412],[-0.86003307 -0.46521155],[3.22522679 3.7157822 ],[-0.62790942  0.78215906],[5.81681833 6.54905959],[ 0.84253518 -0.51855165],[3.45837393 3.40894707],[-0.78579368  0.61258268],[2.91325803 5.05511934],[-0.15486789  0.94829912]
[6.73055169 5.303214  ],[ 0.22530419 -0.95930011],[3.59832519 6.57198841],[0.75470724 0.62474482],[3.94635013 3.21272048],[-0.93072628  0.34171827],[6.15784919 5.92195578],[ 0.58910891 -0.82069269],[6.05568281 6.39619619],[ 0.77124079 -0.60094596],[5.42332203 3.06845297],[-0.88368428 -0.42240634],[3.16437554 3.79548912],[-0.5888862   0.81165345],[5.89944043 6.49482693],[ 0.80858807 -0.5669293 ],[3.3814241  3.47215766],[-0.75139249  0.65290839],[2.90024415 5.15037466],[-0.10733436  0.95440924]
[6.75049009 5.20662811],[ 0.17322603 -0.97205127],[3.67528079 6.6324687 ],[0.78292173 0.58345841],[3.85424122 3.24910954],[-0.91310202  0.38386768],[6.2146226 5.8385074],[ 0.54856616 -0.84559369],[6.13129475 6.33418662],[ 0.740863   -0.63877562],[5.3337805  3.02832385],[-0.90678738 -0.38007504],[3.10746586 3.87801468],[-0.54955171  0.83809621],[5.9789931  6.43624039],[ 0.78453588 -0.60208267],[3.30778334 3.53910686],[-0.72089707  0.68603048],[2.89169664 5.24582824],[-0.06306496  0.95492017]
[6.76546352 5.10917812],[ 0.12837007 -0.97464241],[3.75468219 6.6884395 ],[0.80750497 0.53844777],[3.76438327 3.29006877],[-0.88485548  0.43419219],[6.26749284 5.75285743],[ 0.51003814 -0.86576896],[6.20365094 6.26835373],[ 0.70796136 -0.67557652],[5.24210342 2.99253837],[-0.92750695 -0.33672616],[3.05450556 3.96304103],[-0.50818577  0.86334206],[6.05608661 6.37427636],[ 0.75490605 -0.63902838],[3.2374066  3.60941386],[-0.68578655  0.72040697],[2.88791513 5.34154089],[-0.01260069  0.95883946]
[6.77582689 5.01144658],[ 0.07961415 -0.97889066],[3.83692808 6.7403097 ],[0.83697567 0.49870149],[3.67678262 3.33536421],[-0.86607953  0.47220397],[6.31664371 5.66544835],[ 0.4729202 -0.8821173],[6.2727504  6.19905419],[ 0.67566307 -0.70818626],[5.1484575  2.96110582],[-0.94389073 -0.29073451],[3.00552698 4.05027991],[-0.47105607  0.88130684],[6.12989084 6.30846372],[ 0.72022625 -0.67758255],[3.17099251 3.68344059],[-0.64484624  0.75719149],[2.88885114 5.43717903],[0.03115396 0.95352045]
[6.7812044  4.91331504],[ 0.02841887 -0.98274393],[3.9220341  6.78815591],[0.8623792  0.45568142],[3.59083949 3.38405716],[-0.85040273  0.50343081],[6.36181182 5.57625569],[ 0.42895273 -0.90271251],[6.33833003 6.12638178],[ 0.63429781 -0.74628331],[5.05341141 2.93443865],[-0.95618736 -0.24201698],[2.96037739 4.13929146],[-0.43330105  0.89720035],[6.19996666 6.23871016],[ 0.68283401 -0.71535041],[3.10858775 3.76088543],[-0.60508051  0.78932139],[2.89394155 5.5319871 ],[0.07080284 0.94259221]
[6.78148514 4.81496542],[-0.02449028 -0.98544669],[4.00924115 6.83128833],[0.88212587 0.40743356],[3.50742852 3.43668208],[-0.8170397   0.54942349],[6.40267374 5.48523989],[ 0.38795862 -0.91752919],[6.39967    6.04998325],[ 0.59257006 -0.78100331],[4.95740304 2.91285777],[-0.9654061  -0.19136392],[2.91934586 4.23009931],[-0.38837113  0.91737926],[6.26633139 6.16538753],[ 0.64641865 -0.74855309],[3.04984157 3.84105934],[-0.56830467  0.81518657],[2.90341668 5.62603478],[0.11942844 0.93866797]
[6.77622154 4.71626854],[-0.07971035 -0.98695758],[4.09854012 6.86974495],[0.90327675 0.36139766],[3.42716959 3.49359365],[-0.79219412  0.5841974 ],[6.43939891 5.39282672],[ 0.34317973 -0.93365329],[6.4567684  5.97023224],[ 0.54951609 -0.81325258],[4.86036574 2.89614568],[-0.9740799  -0.14197785],[2.88286771 4.32282123],[-0.3440715   0.93370439],[6.32912375 6.0889906 ],[ 0.61138299 -0.77686212],[2.99509806 3.92397839],[-0.52806766  0.84115976],[2.91760626 5.71940795],[0.16108885 0.92530567]
[6.7657074  4.61783155],[-0.1302819  -0.98111158],[4.19000968 6.90372018],[0.9264477  0.31880056],[3.34960635 3.55402981],[-0.75837523  0.62472133],[6.4716698  5.29897294],[ 0.30343704 -0.94197751],[6.50955306 5.88743776],[ 0.50575112 -0.84244767],[4.76281447 2.88464594],[-0.97693422 -0.08823816],[2.85054321 4.41677469],[-0.30074156  0.94658749],[6.388416   6.00993247],[ 0.57131581 -0.80686119],[2.94429076 4.00924944],[-0.48907279  0.86275539],[2.93573409 5.81115676],[0.20164821 0.90964454]
