[2.66310151 6.2687702 ],[ 0.95820972 -1.95182424],[3.64149584 7.95218371],[-2.5267865  -1.09509599],[3.06765359 8.63733628],[3.95452837 2.84772856],[4.91875271 2.79933979],[-0.22407195 -3.15831855],[4.16828142 1.90028418],[4.61404275 4.07445986],[8.2501269 8.672318 ],[ 4.90119499 -4.2504091 ],[0.27258746 9.85072984],[2.10532227 1.58450069],[5.43730583 4.26616345],[-2.06835852 -1.21081728],[2.30250421 9.64058639],[-1.24602281 -2.72822467],[5.74091938 5.00397637],[4.32271038 2.25075505]
[3.85554611 7.73108754],[-0.79987645 -0.60613405],[6.54360584 7.53049313],[-0.71342118  0.72137631],[3.17447657 5.9062035 ],[-0.05538229  1.0295868 ],[6.41977531 7.29967892],[ 0.74026606 -0.64932307],[3.436948   5.00213828],[ 0.51875178 -0.82287291],[4.03521608 7.62657958],[0.82886374 0.60780106],[4.68351196 4.214764  ],[-0.96549467  0.1084903 ],[7.05041373 5.60744904],[-0.15889742 -0.94244764],[6.53273488 7.53826578],[-0.63037692  0.76553245],[5.27759157 4.27079457],[1.00343903 0.12348715]
[3.77720278 7.66872476],[-0.76439938 -0.63845232],[6.47064258 7.60097296],[-0.74458221  0.68891647],[3.17154378 6.00941769],[-0.00608946  1.03156959],[6.49204531 7.2331809 ],[ 0.70554004 -0.67984994],[3.49095277 4.92119004],[ 0.56414846 -0.79269056],[4.11885308 7.68515068],[0.84749698 0.56737529],[4.587207   4.22816458],[-0.95973352  0.15993529],[7.03235056 5.51398616],[-0.20374619 -0.92795985],[6.46727123 7.61266702],[-0.67670984  0.72413837],[5.37768649 4.28576654],[0.99600064 0.17374727]
[3.70242537 7.60314795],[-0.73013384 -0.67201173],[6.3948403  7.66831752],[-0.77211793  0.65678624],[3.17337955 6.1125723 ],[0.04224833 1.03063928],[6.5610349 7.1639397],[ 0.67560523 -0.70322989],[3.54934929 4.84328596],[ 0.60272475 -0.76574786],[4.20454156 7.73990619],[0.86669428 0.52834425],[4.49204047 4.24716729],[-0.94522586  0.2181184 ],[7.0091811  5.42147678],[-0.25742976 -0.91956928],[6.39758141 7.68316776],[-0.71387497  0.68848926],[5.47670539 4.30551085],[0.98696303 0.22406976]
[3.63139761 7.53453562],[-0.69154311 -0.70129797],[6.31644538 7.73245329],[-0.79732165  0.62388166],[3.18000166 6.21549066],[0.08994017 1.02712888],[6.62688601 7.09233441],[ 0.64131114 -0.72859521],[3.61160225 4.7682711 ],[ 0.64314101 -0.73312599],[4.29242266 7.79108408],[0.88814151 0.4927538 ],[4.39791426 4.27144064],[-0.93462558  0.26949861],[6.98131483 5.33058822],[-0.30524708 -0.90331045],[6.32457987 7.75033   ],[-0.74653004  0.65379323],[5.57492837 4.33051644],[0.97752982 0.27648804]
[3.56420366 7.46296615],[-0.65394428 -0.73163647],[6.23543524 7.79305074],[-0.8243954   0.58605034],[3.19114677 6.31773107],[0.13394333 1.01857922],[6.68915683 7.01816347],[ 0.60449186 -0.75402983],[3.67805423 4.69686097],[ 0.6873294  -0.69301409],[4.38200078 7.8383071 ],[0.90319276 0.45169773],[4.30505231 4.30090365],[-0.92163995  0.32008189],[6.94818707 5.24097351],[-0.35875896 -0.88999224],[6.24843696 7.8139716 ],[-0.77800337  0.61678981],[5.67188209 4.36054765],[0.9594399  0.32215821]
[3.50038308 7.38798082],[-0.6185502  -0.76402968],[6.15167129 7.84965953],[-0.84960298  0.54690409],[3.2071105  6.41944093],[0.18355777 1.01367336],[6.74821032 6.94203053],[ 0.57331326 -0.77152299],[3.74896077 4.62969055],[ 0.73188508 -0.64863065],[4.47298025 7.88136208],[0.91673708 0.40993776],[4.213638   4.33539782],[-0.90512538  0.37070105],[6.9100121  5.15312188],[-0.40625604 -0.86837049],[6.16940394 7.87399947],[-0.80555941  0.58030921],[5.767106   4.39528668],[0.94404649 0.37187314]
[3.44050576 7.31016984],[-0.57791425 -0.79101606],[6.06556243 7.90237736],[-0.8694918   0.51012047],[3.22795139 6.52047934],[0.23197981 1.00560641],[6.80365204 6.86377387],[ 0.53605762 -0.79264278],[3.82385613 4.56669679],[ 0.76659129 -0.61001198],[4.56543143 7.92040895],[0.93286999 0.37191414],[4.12455867 4.37548684],[-0.87931301  0.42773517],[6.86696994 5.06740761],[-0.45583868 -0.84688894],[6.08719028 7.92977351],[-0.83333379  0.53996308],[5.86052339 4.43480607],[0.92337037 0.41775095]
[3.38493268 7.22990584],[-0.53757096 -0.81815532],[5.97695856 7.95075994],[-0.9023151   0.45711476],[3.25345514 6.62045366],[0.27410427 0.98977266],[6.85530391 6.78346698],[ 0.49510078 -0.81495791],[3.90210296 4.50764731],[ 0.79794331 -0.57072897],[4.65903622 7.95525226],[0.94028352 0.3261574 ],[4.03807303 4.42113237],[-0.85015357  0.48482293],[6.81908387 4.98404796],[-0.50435035 -0.82252181],[6.00274581 7.98190294],[-0.85602436  0.50166777],[5.95144269 4.47852289],[0.89577992 0.4573812 ]
[3.33326283 7.146828  ],[-0.49378339 -0.84122709],[5.8860499  7.99464539],[-0.91879106  0.41724548],[3.28330267 6.71893822],[0.32323543 0.98002952],[6.90274066 6.70095086],[ 0.45504724 -0.83356408],[3.98303787 4.45226734],[ 0.82120673 -0.5358668 ],[4.75366344 7.98584757],[0.95376199 0.28755423],[3.95418228 4.47198035],[-0.82873826  0.53026198],[6.76637224 4.90323762],[-0.55046226 -0.79410096],[5.91619454 8.03021617],[-0.87808533  0.46099988],[6.03973735 4.5263719 ],[0.86875121 0.49828311]
[3.28589475 7.06139197],[-0.45188748 -0.86560703],[5.79347353 8.03439046],[-0.93557844  0.3744097 ],[3.31768637 6.81599636],[0.36463266 0.96128226],[6.94640145 6.61692367],[ 0.41657224 -0.84823479],[4.06668031 4.40093791],[ 0.8482725  -0.49346361],[4.84926521 8.012282  ],[0.95923833 0.24230238],[3.87264724 4.52735967],[-0.80187333  0.57667965],[6.70889233 4.82518379],[-0.59926477 -0.76696398],[5.82698423 8.07382772],[-0.90595031  0.41077477],[6.1253619  4.57838095],[0.84433486 0.54259607]
[3.24309303 6.97392397],[-0.40634425 -0.88577935],[5.69912048 8.06960388],[-0.95070651  0.33019535],[3.35623324 6.91116683],[0.40443525 0.94024763],[6.9859971  6.53133398],[ 0.37245851 -0.86593595],[4.15275074 4.35374904],[ 0.87321445 -0.44961371],[4.94548024 8.03431103],[0.96649582 0.19993129],[3.79394081 4.58730646],[-0.77116529  0.62262185],[6.64695822 4.75032612],[-0.64079714 -0.73151356],[5.73526476 8.1125023 ],[-0.92962358  0.36089228],[6.20834569 4.63467   ],[0.81438308 0.58225385]
[3.20467637 6.88432138],[-0.36033558 -0.90441887],[5.6033292  8.10033076],[-0.96407947  0.28495413],[3.39895228 7.00438994],[0.44865691 0.9228636 ],[7.02096841 6.44391924],[ 0.32739727 -0.88144455],[4.24138764 4.31120955],[ 0.90114151 -0.39889134],[5.04224308 8.05198962],[0.97029441 0.15545626],[3.71807355 4.65139715],[-0.74522404  0.65939416],[6.58074387 4.6789262 ],[-0.68227977 -0.6952453 ],[5.64149785 8.14632483],[-0.94503022  0.31576788],[6.28834819 4.6949686 ],[0.78509197 0.62316548]
[3.17085175 6.79289652],[-0.31487407 -0.92248221],[5.50634009 8.12653767],[-0.97465918  0.23983718],[3.44565773 7.0954088 ],[0.48800983 0.90005045],[7.05146232 6.35512634],[ 0.28248633 -0.89394387],[4.3325797  4.27371313],[ 0.92338493 -0.34971668],[5.13955555 8.06547587],[0.97617888 0.11483593],[3.64558154 4.71972951],[-0.70677421  0.7043858 ],[6.51039999 4.61119938],[-0.72275465 -0.65746208],[5.5461959  8.17548586],[-0.95944972  0.26858992],[6.3653729  4.75933686],[0.75373899 0.66252891]
[3.1419491  6.70009447],[-0.26458479 -0.93478723],[5.4086549  8.14848826],[-0.98304947  0.19481974],[3.49640005 7.18421474],[0.52586072 0.8750947 ],[7.0776911  6.26543783],[ 0.23985341 -0.90169963],[4.42581148 4.24113938],[ 0.94169545 -0.30074242],[5.23725015 8.07478893],[0.9778922  0.07193768],[3.57669162 4.79210473],[-0.66757928  0.74584431],[6.43578315 4.54703543],[-0.76639927 -0.62273566],[5.44958817 8.19991822],[-0.97366459  0.21863823],[6.43912615 4.82752015],[0.72145398 0.70122057]
[3.11784798 6.60589945],[-0.21614229 -0.94748473],[5.30993349 8.16559717],[-0.99366037  0.14455164],[3.55091131 7.27048894],[0.56249795 0.84856344],[7.0993121 6.1747708],[ 0.1934301  -0.91035142],[4.52092283 4.21370088],[ 0.95974532 -0.24820647],[5.33492981 8.07970627],[0.97786529 0.02886967],[3.51183281 4.86852095],[-0.62674307  0.78460706],[6.35714053 4.48666924],[-0.80191084 -0.58016836],[5.35186902 8.21951636],[-0.98211024  0.17148682],[6.50962608 4.89955225],[0.685184   0.73597955]
[3.09826698 6.51021382],[-0.17301838 -0.96327959],[5.21012631 8.17747806],[-1.00135964  0.0937203 ],[3.60875632 7.35377831],[0.59507767 0.81792684],[7.11604013 6.08314041],[ 0.1407645  -0.92203166],[4.61778784 4.19166223],[ 0.9775681  -0.19191141],[5.43267422 8.08049199],[ 0.97588142 -0.01400336],[3.45106092 4.94859989],[-0.5866492   0.81833578],[6.27535105 4.43095239],[-0.83424503 -0.53468741],[5.25323637 8.2341846 ],[-0.99125437  0.12067623],[6.57624836 4.97480484],[0.64791912 0.76961429]
