[3.39945982 5.75791451],[ 1.75929741 -1.81881378],[2.03401961 9.36761326],[-4.20370207 -1.32508916],[5.68410959 8.38437546],[0.287792   3.20295573],[3.71415051 1.53732316],[ 4.44517719 -4.13746874],[8.81244741 1.31546694],[-0.87014225  2.12466536],[6.89411021 0.9327837 ],[-4.78205545 -1.45328611],[6.50365807 6.0555157 ],[-4.92898872 -0.88595268],[0.2294136  3.94543029],[-1.2847349   4.65114232],[1.70173344 9.24576984],[2.15991744 2.45026056],[8.17852331 0.26041723],[-1.50962571  3.74240539]
[3.7566248  7.14903799],[-0.93579021 -0.31682203],[6.0395992  5.81168174],[-0.21486369  0.94370506],[5.50033573 3.73564871],[0.79727902 0.6082304 ],[2.61849426 5.96496449],[-0.45277989 -0.89168579],[2.494579   4.20934467],[ 0.34934535 -0.92378636],[6.07711775 5.68317989],[ 0.63531693 -0.69775002],[6.34692004 5.10005455],[7.90130887e-04 9.96323097e-01],[5.2105359  2.79217669],[-0.84493488 -0.40077643],[3.03150195 3.42820455],[-0.66021788  0.79476366],[2.2514754 5.6144978],[-0.42625274 -0.832761  ]
[3.66367885 7.11455177],[-0.92287889 -0.37293647],[6.01602296 5.90535459],[-0.25883778  0.92733218],[5.57847993 3.79787908],[0.76556773 0.6363559 ],[2.57513578 5.87433883],[-0.4126322  -0.91863482],[2.53166935 4.11765693],[ 0.39197771 -0.90967147],[6.13867834 5.61200691],[ 0.59333489 -0.72785202],[6.3445234  5.19954683],[-0.04903549  0.99289147],[5.12429276 2.75440335],[-0.87648477 -0.35144468],[2.96704881 3.50897478],[-0.62787792  0.82103497],[2.21120055 5.52989242],[-0.37782395 -0.8577294 ]
[3.57216916 7.07450157],[-0.90930394 -0.43039091],[5.98819411 5.99746204],[-0.29796046  0.91415025],[5.65362543 3.86312004],[0.73352597 0.66466303],[2.53622939 5.78154789],[-0.36367986 -0.93503889],[2.57314618 4.02770327],[ 0.43577927 -0.89054285],[6.19588665 5.53780245],[ 0.54903678 -0.75756357],[6.33724541 5.29869702],[-0.09645814  0.98977541],[5.03504763 2.72166913],[-0.90747026 -0.30267196],[2.90621768 3.59258598],[-0.58854576  0.85078172],[2.17593077 5.44298406],[-0.32809904 -0.88075246]
[3.48235864 7.02895275],[-0.88798303 -0.48178927],[5.95631945 6.08800961],[-0.33762353  0.89835791],[5.72547421 3.93112065],[0.70054768 0.69246331],[2.50207026 5.6870425 ],[-0.31869094 -0.95379968],[2.61845111 3.93931904],[ 0.47248653 -0.8742931 ],[6.24898117 5.46108181],[ 0.50916572 -0.78010985],[6.32499599 5.3971943 ],[-0.15018955  0.97828252],[4.94306165 2.69408333],[-0.9301694  -0.24730996],[2.84951481 3.67918396],[-0.54703234  0.87911344],[2.14561359 5.35380723],[-0.28166616 -0.90586117]
[3.39476776 6.97829636],[-0.86154833 -0.52910315],[5.92029296 6.17668876],[-0.38372895  0.87411119],[5.79403908 4.00193649],[0.66968725 0.72279316],[2.47231816 5.59069086],[-0.27344905 -0.96994703],[2.66765972 3.85298144],[ 0.51152797 -0.85196992],[6.29773821 5.38190283],[ 0.46723964 -0.80174804],[6.30746061 5.49455104],[-0.20187087  0.96708317],[4.84898675 2.67213924],[-0.95194278 -0.19267658],[2.79678896 3.76827656],[-0.50678934  0.90291718],[2.11975861 5.26205684],[-0.23232133 -0.92563046]
[3.30964846 6.92270208],[-0.83798856 -0.57998626],[5.87943874 6.26265961],[-0.42837406  0.84989031],[5.85909154 4.07537687],[0.63160949 0.74626495],[2.4470522  5.49280873],[-0.22857496 -0.98401369],[2.72079707 3.76907843],[ 0.55101648 -0.82573339],[6.34175942 5.30017615],[ 0.41375848 -0.83159185],[6.28457004 5.59050495],[-0.25509623  0.95238962],[4.75285222 2.65565123],[-0.97213633 -0.13907056],[2.74790482 3.85941883],[-0.46826772  0.92214276],[2.09934643 5.16891005],[-0.17831277 -0.93934221]
[3.22750428 6.8626226 ],[-0.8065776  -0.62323013],[5.83434785 6.34631399],[-0.47182566  0.82444928],[5.9203336  4.15118116],[0.59530165 0.77186769],[2.42691265 5.39423845],[-0.17548974 -0.98838216],[2.77787608 3.68795911],[ 0.59037976 -0.79630153],[6.38069227 5.21591344],[ 0.36700136 -0.85103342],[6.25651251 5.68502241],[-0.30550548  0.93795798],[4.65521693 2.64490387],[-0.982252   -0.07804731],[2.70293542 3.95240532],[-0.43227035  0.9361359 ],[2.08418501 5.074348  ],[-0.12393245 -0.95052107]
[3.14827323 6.79798414],[-0.77507195 -0.66647844],[5.78466469 6.42706386],[-0.51706341  0.79492401],[5.97799202 4.22959978],[0.55616329 0.79479337],[2.41168925 5.29492994],[-0.13087279 -0.99911563],[2.83861915 3.60967726],[ 0.6245413  -0.76868356],[6.41460818 5.12953996],[ 0.3138679 -0.8732308],[6.22357197 5.77809833],[-0.35241584  0.9238987 ],[4.55661638 2.64016829],[-0.98991233 -0.01725645],[2.66194818 4.04705158],[-0.38691171  0.95686799],[2.07435829 4.97867374],[-0.07461015 -0.96431738]
[3.07224473 6.72908321],[-0.74350627 -0.70941594],[5.73046874 6.50474403],[-0.56296652  0.76206524],[6.03146874 4.31005925],[0.51233518 0.81336721],[2.40084299 5.19462343],[-0.08561112 -1.00599434],[2.90304854 3.53459533],[ 0.66233059 -0.73413246],[6.44362144 5.04153018],[ 0.26496244 -0.88782801],[6.1859124  5.86957168],[-0.40155862  0.90423877],[4.45730334 2.64141356],[-0.99256814  0.04529596],[2.62555707 4.14366634],[-0.34265565  0.97325836],[2.06961236 4.88193563],[-0.01904072 -0.96867492]
[2.99951038 6.65605012],[-0.71032045 -0.75019496],[5.67207376 6.57937823],[-0.60405786  0.73093679],[6.08058591 4.39241612],[0.46879399 0.83257654],[2.39453808 5.09378941],[-0.04081323 -1.01045435],[2.97096312 3.46284072],[ 0.69782736 -0.69854286],[6.46745411 4.95194876],[ 0.20996038 -0.90484245],[6.14294737 5.9585527 ],[-0.45501393  0.8775721 ],[4.35788514 2.64892191],[-0.99497155  0.10500736],[2.59308577 4.24130594],[-0.30731442  0.9787877 ],[2.07052938 4.78499038],[ 0.03667767 -0.97046617]
[2.9300894  6.57897528],[-0.6760069  -0.78896333],[5.60963189 6.65079827],[-0.64368963  0.6979766 ],[6.12483899 4.47621162],[0.41591807 0.84312627],[2.39277493 4.99271753],[ 0.00483749 -1.0112033 ],[3.04227648 3.3946608 ],[ 0.72696037 -0.66598925],[6.48573347 4.86082134],[ 0.1539086  -0.91884083],[6.09507375 6.04513609],[-0.50555453  0.85043425],[4.25805016 2.66199982],[-0.99889169  0.15848148],[2.56420977 4.33949453],[-0.26842897  0.98648397],[2.07697124 4.68795552],[ 0.08733124 -0.97431892]
[2.8644964  6.49847339],[-0.63708605 -0.8220412 ],[5.54319247 6.71871587],[-0.68355186  0.66133123],[6.16410804 4.56140458],[0.36600781 0.85725942],[2.39563111 4.89176182],[ 0.05375781 -1.00601416],[3.11635287 3.32974936],[ 0.75612099 -0.63015181],[6.49818671 4.76828501],[ 0.09330351 -0.9330522 ],[6.0419317  6.12863031],[-0.5594057   0.81676146],[4.15816133 2.68051703],[-0.9983992   0.21145934],[2.53931323 4.43844196],[-0.22946353  0.99229504],[2.08837513 4.5906483 ],[ 0.1431479  -0.96887938]
[2.80251785 6.41445646],[-0.60202165 -0.85746727],[5.47311777 6.78314134],[-0.7199563   0.62456259],[6.19833185 4.64798348],[0.31823021 0.87397664],[2.40325892 4.79131474],[ 0.09676823 -1.00434968],[3.19337563 3.26861545],[ 0.78328589 -0.59302334],[6.50492638 4.67487432],[ 0.03522939 -0.94080067],[5.98383064 6.2090059 ],[-0.59987406  0.79274611],[4.05863746 2.7044022 ],[-0.99263316  0.26483496],[2.51830647 4.53788245],[-0.18882099  0.99805866],[2.10541622 4.49408562],[ 0.19762099 -0.96179917]
[2.74430613 6.32724627],[-0.56155796 -0.88574806],[5.39931146 6.84361253],[-0.75569085  0.58471826],[6.22754676 4.73600364],[0.2679728 0.8882916],[2.41488491 4.69091835],[ 0.13756637 -1.00112304],[3.27281324 3.21104886],[ 0.8055907  -0.55769297],[6.50563218 4.58068339],[-0.02167492 -0.94311615],[5.92143841 6.28652227],[-0.6474366  0.7574603],[3.95984745 2.7335373 ],[-0.98137231  0.31886562],[2.50134526 4.63777954],[-0.15100788  0.99909403],[2.12773856 4.39825035],[ 0.24946389 -0.95360699]
[2.69040999 6.23755653],[-0.51814681 -0.90954557],[5.32192399 6.89989806],[-0.78935368  0.54304911],[6.25184873 4.8255497 ],[0.21798372 0.90238352],[2.43064992 4.59106632],[ 0.17697965 -0.9960912 ],[3.354369   3.15704682],[ 0.82842633 -0.51891608],[6.50039609 4.48619498],[-0.084359   -0.94731737],[5.85443549 6.36045584],[-0.69276483  0.7203682 ],[3.86233692 2.76801378],[-0.97194303  0.3666205 ],[2.4884841  4.73801212],[-0.10869246  1.00269634],[2.15510348 4.3032969 ],[ 0.29911267 -0.94351109]
